layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,warning,weak_rank_loss,xmax,xmin
93,Linear,0.05427130783370082,4096,4096,1.0,4.283896502092251,4.752447682008591,-0.9836782958122854,True,12.875,LAYER_TYPE.DENSE,5.939603115389014,3.682,1.109,_orig_mod.model.layers.6.self_attn.v_proj,0,4796.0,4096,209,4096,1,0.2271518708336419,12.875,372.5,success,3.587890625,,3,12.875,4.26171875
94,Linear,0.03603855628820185,4096,4096,1.0,4.416160097253197,7.387580318940163,-0.9820709783354679,True,47.1,LAYER_TYPE.DENSE,7.409365886498116,3.682,1.673,_orig_mod.model.layers.6.self_attn.o_proj,0,4800.0,4096,114,4096,1,0.3199527077178884,47.1,101.94,success,6.86328125,,3,47.09375,5.1875
97,Linear,0.011243049412139605,4096,11008,2.6875,3.4180663575584926,7.944333916981653,-1.0061807404877299,True,210.8,LAYER_TYPE.DENSE,8.085089266544571,4.39,2.324,_orig_mod.model.layers.6.mlp.gate_proj,0,24620.0,4096,667,4096,1,0.093627903277806,210.8,116.8,success,14.515625,,0,210.75,9.5859375
98,Linear,0.03323776430937936,4096,11008,2.6875,5.1397590574044685,8.161375222011392,-1.0166283040870432,True,38.72,LAYER_TYPE.DENSE,8.850723391499649,4.312,1.588,_orig_mod.model.layers.6.mlp.up_proj,0,20500.0,4096,298,4096,1,0.23980980336468,38.72,529.5,success,6.22265625,,0,38.71875,11.078125
99,Linear,0.052392183038403206,4096,11008,2.6875,6.340790054137415,10.916809438910413,-1.0085917167029559,True,52.72,LAYER_TYPE.DENSE,11.30423300838335,4.3,1.722,_orig_mod.model.layers.6.mlp.down_proj,0,19920.0,4096,38,4096,1,0.8663905525432136,52.72,377.8,success,7.26171875,under-trained,0,52.71875,23.6875
105,Linear,0.038715133831746684,4096,4096,1.0,2.507664988508142,6.029171095417037,-0.9426917001534402,True,253.8,LAYER_TYPE.DENSE,6.402039103788887,4.14,2.404,_orig_mod.model.layers.7.self_attn.q_proj,0,13864.0,4096,423,4096,1,0.07330518024347114,253.8,54.62,success,15.9296875,,4,253.75,8.2890625
106,Linear,0.034360881203279736,4096,4096,1.0,2.788159960345361,7.0248561500888975,-0.9475136525838925,True,331.2,LAYER_TYPE.DENSE,7.148623798430457,4.15,2.52,_orig_mod.model.layers.7.self_attn.k_proj,0,14120.0,4096,275,4096,1,0.10783010279277004,331.2,42.62,success,18.203125,,3,331.25,11.71875
107,Linear,0.05290434590686227,4096,4096,1.0,4.477105831504861,5.272841438276233,-0.9804636608586504,True,15.06,LAYER_TYPE.DENSE,6.369923154950381,3.707,1.178,_orig_mod.model.layers.7.self_attn.v_proj,0,5092.0,4096,139,4096,1,0.2949242673608094,15.06,338.0,success,3.880859375,,3,15.0625,5.4375
108,Linear,0.030514359628386667,4096,4096,1.0,4.73317277090395,7.238426327378502,-0.9812673195970592,True,33.84,LAYER_TYPE.DENSE,7.309073964661611,3.7,1.529,_orig_mod.model.layers.7.self_attn.o_proj,0,5004.0,4096,118,4096,1,0.3436664097123329,33.84,147.9,success,5.81640625,,3,33.84375,5.51953125
111,Linear,0.006701518486193714,4096,11008,2.6875,3.395270193820636,7.884719258696751,-1.0045734230109122,True,209.8,LAYER_TYPE.DENSE,8.030569469281312,4.383,2.322,_orig_mod.model.layers.7.mlp.gate_proj,0,24180.0,4096,550,4096,1,0.10213466423756028,209.8,115.25,success,14.484375,,0,209.75,10.3515625
112,Linear,0.03182568930503671,4096,11008,2.6875,4.8087777015075694,7.87531270061347,-1.0158246453486346,True,43.38,LAYER_TYPE.DENSE,8.583951913546297,4.316,1.638,_orig_mod.model.layers.7.mlp.up_proj,0,20670.0,4096,293,4096,1,0.222511169175514,43.38,476.5,success,6.5859375,,0,43.375,11.40625
113,Linear,0.046498585234568734,4096,11008,2.6875,6.1914771508597335,10.768575005548033,-1.0077880579645473,True,54.9,LAYER_TYPE.DENSE,11.148473525891735,4.3,1.739,_orig_mod.model.layers.7.mlp.down_proj,0,20060.0,4096,32,4096,1,0.9177321744369836,54.9,365.5,success,7.41015625,under-trained,0,54.90625,24.84375
119,Linear,0.03414049860919177,4096,4096,1.0,2.560790051533374,5.996850140211944,-0.9426917001534402,True,219.9,LAYER_TYPE.DENSE,6.421074275538525,4.13,2.342,_orig_mod.model.layers.8.self_attn.q_proj,0,13420.0,4096,412,4096,1,0.07689460674216947,219.9,61.06,success,14.828125,,3,219.875,8.4453125
120,Linear,0.03350342500870196,4096,4096,1.0,2.937550672305811,7.177491974715956,-0.9507282875375275,True,278.0,LAYER_TYPE.DENSE,7.295486057113918,4.13,2.443,_orig_mod.model.layers.8.self_attn.k_proj,0,13440.0,4096,307,4096,1,0.11058185771872099,278.0,48.34,success,16.671875,,4,278.0,10.8671875
121,Linear,0.0498186340698048,4096,4096,1.0,3.304114966701011,4.07851691202156,-0.9764453671666068,True,17.17,LAYER_TYPE.DENSE,5.39793177219164,3.697,1.234,_orig_mod.model.layers.8.self_attn.v_proj,0,4988.0,4096,364,4096,1,0.12076843908283488,17.17,290.5,success,4.14453125,,3,17.171875,3.478515625
122,Linear,0.04515570953470682,4096,4096,1.0,3.773033844127825,5.711135213279422,-0.9764453671666068,True,32.62,LAYER_TYPE.DENSE,6.027623714046651,3.695,1.514,_orig_mod.model.layers.8.self_attn.o_proj,0,4964.0,4096,223,4096,1,0.1856960810900162,32.62,152.1,success,5.7109375,,4,32.625,4.44140625
125,Linear,0.008701233694342114,4096,11008,2.6875,3.236015088093003,7.723457886034472,-1.0021624467956862,True,244.1,LAYER_TYPE.DENSE,7.871910286853259,4.383,2.387,_orig_mod.model.layers.8.mlp.gate_proj,0,24200.0,4096,545,4096,1,0.09586835599131308,244.1,99.1,success,15.625,,0,244.125,10.3828125
126,Linear,0.027487780895179226,4096,11008,2.6875,4.581973797108347,7.615741604178131,-1.0142173278718172,True,45.94,LAYER_TYPE.DENSE,8.39671552887437,4.316,1.662,_orig_mod.model.layers.8.mlp.up_proj,0,20800.0,4096,287,4096,1,0.21143722788357272,45.94,452.8,success,6.77734375,,0,45.9375,11.6328125
